district,week_start,outflows
Belet Xaawo,2018-02-26,33
Belet Xaawo,2018-04-09,3
Belet Xaawo,2018-04-30,9
Belet Xaawo,2018-05-07,84
Belet Xaawo,2018-05-14,45
Belet Xaawo,2018-05-21,14
Belet Xaawo,2018-05-28,10
Belet Xaawo,2018-06-11,13
Belet Xaawo,2018-06-18,4
Belet Xaawo,2018-06-25,31
Belet Xaawo,2018-07-16,14
Belet Xaawo,2018-07-23,19
Belet Xaawo,2018-08-13,4
Belet Xaawo,2018-08-27,11
Belet Xaawo,2018-09-03,8
Belet Xaawo,2018-09-10,9
Belet Xaawo,2018-09-17,13
Belet Xaawo,2018-09-24,25
Belet Xaawo,2018-10-01,4
Belet Xaawo,2018-10-08,8
Belet Xaawo,2018-10-15,5
Belet Xaawo,2018-10-22,6
Belet Xaawo,2018-10-29,13
Belet Xaawo,2018-11-05,8
Belet Xaawo,2018-11-26,14
Belet Xaawo,2018-12-10,20
Belet Xaawo,2018-12-17,5
Belet Xaawo,2018-12-24,7
Belet Xaawo,2018-12-31,12
Belet Xaawo,2019-01-07,9
Belet Xaawo,2019-01-21,5
Belet Xaawo,2019-02-18,7
Belet Xaawo,2019-03-11,51
Belet Xaawo,2019-03-18,22
Belet Xaawo,2019-03-25,18
Belet Xaawo,2019-04-01,32
Belet Xaawo,2019-04-08,25
Belet Xaawo,2019-04-15,24
Belet Xaawo,2019-04-22,12
Belet Xaawo,2019-05-13,5
Belet Xaawo,2019-06-03,4
Belet Xaawo,2019-09-09,7
Belet Xaawo,2019-11-11,11
Belet Xaawo,2019-11-18,12
Belet Xaawo,2019-11-25,24
Belet Xaawo,2019-12-02,4
Belet Xaawo,2019-12-23,7
Belet Xaawo,2020-01-27,5
Belet Xaawo,2020-02-03,31
Belet Xaawo,2020-02-10,17
Belet Xaawo,2020-02-17,64
Belet Xaawo,2020-02-24,9913
Belet Xaawo,2020-03-02,583
Belet Xaawo,2020-03-09,1122
Belet Xaawo,2020-03-16,24
Belet Xaawo,2020-05-11,6
Belet Xaawo,2020-05-18,4214
Belet Xaawo,2020-05-25,11
Belet Xaawo,2020-08-10,7
Belet Xaawo,2020-09-28,7
Belet Xaawo,2020-10-19,5
Belet Xaawo,2020-11-09,7
Belet Xaawo,2020-12-07,6
Belet Xaawo,2020-12-14,150
Belet Xaawo,2021-01-04,8
Belet Xaawo,2021-01-18,11
Belet Xaawo,2021-01-25,3680
Belet Xaawo,2021-02-01,23477
Belet Xaawo,2021-02-15,308
Belet Xaawo,2021-02-22,120
Belet Xaawo,2021-03-01,16
Belet Xaawo,2021-03-08,27
Belet Xaawo,2021-03-29,120
Belet Xaawo,2021-04-12,6
Belet Xaawo,2021-04-19,128
Belet Xaawo,2021-05-24,114
Belet Xaawo,2021-05-31,17
Belet Xaawo,2021-06-07,33
Belet Xaawo,2021-06-14,6
Belet Xaawo,2021-06-21,100
Belet Xaawo,2021-06-28,20
Belet Xaawo,2021-07-05,32
Belet Xaawo,2021-07-12,10
Belet Xaawo,2021-07-19,17
Belet Xaawo,2021-07-26,17
Belet Xaawo,2021-08-02,40
Belet Xaawo,2021-08-09,15
Belet Xaawo,2021-08-16,9
Belet Xaawo,2021-08-23,35
Belet Xaawo,2021-08-30,27
Belet Xaawo,2021-09-06,15
Belet Xaawo,2021-09-13,89
Belet Xaawo,2021-09-20,23
Belet Xaawo,2021-09-27,22
Belet Xaawo,2021-10-04,35
Belet Xaawo,2021-10-11,3
Belet Xaawo,2021-10-18,69
Belet Xaawo,2021-10-25,6
Belet Xaawo,2021-11-08,33
Belet Xaawo,2021-11-15,335
Belet Xaawo,2021-11-22,43
Belet Xaawo,2021-11-29,19
Belet Xaawo,2021-12-13,46
Belet Xaawo,2021-12-27,14
Belet Xaawo,2022-01-03,9
Belet Xaawo,2022-01-10,14
Belet Xaawo,2022-01-17,13
Belet Xaawo,2022-01-31,23
Belet Xaawo,2022-02-07,36
Belet Xaawo,2022-02-14,19
Belet Xaawo,2022-02-21,26
Belet Xaawo,2022-02-28,15
Belet Xaawo,2022-03-07,231
Belet Xaawo,2022-03-14,35
Belet Xaawo,2022-03-21,19
Belet Xaawo,2022-04-04,46
Belet Xaawo,2022-04-11,8
Belet Xaawo,2022-04-18,7
Belet Xaawo,2022-04-25,6
Belet Xaawo,2022-05-16,7
Belet Xaawo,2022-05-23,14
Belet Xaawo,2022-05-30,5
Belet Xaawo,2022-06-06,8
Belet Xaawo,2022-06-13,21
Belet Xaawo,2022-06-20,6
Belet Xaawo,2022-06-27,7
Belet Xaawo,2022-07-04,21
Belet Xaawo,2022-07-11,44
Belet Xaawo,2022-07-18,14
Belet Xaawo,2022-08-01,32
Belet Xaawo,2022-08-08,26
Belet Xaawo,2022-08-15,19
Belet Xaawo,2022-08-22,23
Belet Xaawo,2022-08-29,16
Belet Xaawo,2022-09-05,19
Belet Xaawo,2022-09-19,21
Belet Xaawo,2022-09-26,750
Belet Xaawo,2022-10-03,9
Belet Xaawo,2022-10-10,31
Belet Xaawo,2022-10-17,286
Belet Xaawo,2022-10-24,12
Belet Xaawo,2022-10-31,25
Belet Xaawo,2022-11-07,38
Belet Xaawo,2022-11-14,27
Belet Xaawo,2022-11-21,11
Belet Xaawo,2022-11-28,10
Belet Xaawo,2023-01-30,145
Belet Xaawo,2023-02-06,1875
Belet Xaawo,2023-02-13,1351
Belet Xaawo,2023-02-20,1499
Belet Xaawo,2023-02-27,1606
Belet Xaawo,2023-03-06,2168
Belet Xaawo,2023-03-13,754
Belet Xaawo,2023-03-20,2129
Belet Xaawo,2023-03-27,2128
Belet Xaawo,2023-04-03,577
Belet Xaawo,2023-04-10,1394
Belet Xaawo,2023-04-17,1454
Belet Xaawo,2023-04-24,3868
Belet Xaawo,2023-05-01,63
Belet Xaawo,2023-05-08,300
Belet Xaawo,2023-05-15,247
Belet Xaawo,2023-05-22,866
Belet Xaawo,2023-05-29,1045
Belet Xaawo,2023-06-05,109
Belet Xaawo,2023-06-12,38
Belet Xaawo,2023-06-19,120
Belet Xaawo,2023-06-26,264
Belet Xaawo,2023-07-03,81
Belet Xaawo,2023-07-10,63
Belet Xaawo,2023-07-17,304
Belet Xaawo,2023-07-24,215
Berbera,2017-01-09,120
Berbera,2017-01-16,3
Berbera,2017-01-23,5
Berbera,2017-01-30,167
Berbera,2017-02-06,5
Berbera,2017-02-13,116
Berbera,2017-02-20,11
Berbera,2017-02-27,16
Berbera,2017-03-06,42
Berbera,2017-03-13,18
Berbera,2017-03-20,16
Berbera,2017-03-27,128
Berbera,2017-04-03,10
Berbera,2017-04-10,143
Berbera,2017-04-17,32
Berbera,2017-04-24,6
Berbera,2017-05-01,7
Berbera,2017-05-22,124
Berbera,2017-05-29,104
Berbera,2017-06-05,6
Berbera,2017-06-12,7
Berbera,2017-06-19,5
Berbera,2017-07-03,18
Berbera,2017-07-10,407
Berbera,2017-07-17,65
Berbera,2017-07-24,37
Berbera,2017-07-31,141
Berbera,2017-08-07,29
Berbera,2017-08-14,3
Berbera,2017-08-21,42
Berbera,2017-08-28,8
Berbera,2017-09-04,2454
Berbera,2017-09-11,1023
Berbera,2017-09-18,4830
Berbera,2017-09-25,516
Berbera,2017-10-02,8
Berbera,2017-10-09,32
Berbera,2017-10-23,27
Berbera,2017-10-30,17
Berbera,2017-11-06,23
Berbera,2017-11-13,37
Berbera,2017-11-20,24
Berbera,2017-11-27,21
Berbera,2017-12-04,30
Berbera,2017-12-11,42
Berbera,2017-12-25,28
Berbera,2018-01-01,28
Berbera,2018-01-08,39
Berbera,2018-01-15,7
Berbera,2018-01-29,18
Berbera,2018-02-05,4
Berbera,2018-02-19,19
Berbera,2018-02-26,40
Berbera,2018-03-05,13
Berbera,2018-03-12,32
Berbera,2018-03-19,21
Berbera,2018-03-26,3
Berbera,2018-04-02,11
Berbera,2018-04-09,18
Berbera,2018-04-16,20
Berbera,2018-04-23,17
Berbera,2018-04-30,7
Berbera,2018-05-07,4
Berbera,2018-05-14,21
Berbera,2018-05-21,36
Berbera,2018-05-28,10
Berbera,2018-06-04,13
Berbera,2018-06-11,9
Berbera,2018-06-18,41
Berbera,2018-07-02,6
Berbera,2018-07-23,5
Berbera,2018-08-06,21
Berbera,2018-08-13,15
Berbera,2018-09-17,16
Berbera,2018-10-08,6
Berbera,2018-11-12,7
Berbera,2018-11-26,17
Berbera,2018-12-03,6
Berbera,2018-12-10,6
Berbera,2018-12-31,16
Berbera,2019-01-07,6
Berbera,2019-01-14,7
Berbera,2019-01-21,4
Berbera,2019-01-28,11
Berbera,2019-02-04,12
Berbera,2019-02-25,21
Berbera,2019-03-04,10
Berbera,2019-03-11,3
Berbera,2019-04-08,5
Berbera,2019-04-22,6
Berbera,2019-04-29,13
Berbera,2019-06-10,47
Berbera,2019-06-17,21
Berbera,2019-06-24,5
Berbera,2019-07-08,6
Berbera,2019-07-15,8
Berbera,2019-08-12,6
Berbera,2019-08-26,69
Berbera,2019-09-02,31
Berbera,2019-09-09,6
Berbera,2019-09-23,59
Berbera,2019-10-07,19
Berbera,2019-10-21,12
Berbera,2019-11-04,5
Berbera,2019-11-18,5
Berbera,2019-12-09,4
Berbera,2019-12-30,5
Berbera,2020-01-06,4
Berbera,2020-01-13,5
Berbera,2020-01-20,5
Berbera,2020-02-10,4
Berbera,2020-03-23,4
Berbera,2020-03-30,5
Berbera,2020-04-20,4
Berbera,2020-05-11,3
Berbera,2020-05-25,7
Berbera,2020-06-08,3
Berbera,2020-06-15,3
Berbera,2020-06-29,4
Berbera,2020-07-27,4
Berbera,2020-08-10,6
Berbera,2020-10-05,3
Berbera,2020-11-02,4
Berbera,2020-11-09,3
Berbera,2020-12-14,7
Berbera,2021-01-11,6
Berbera,2021-02-22,4
Berbera,2021-03-15,8
Berbera,2021-04-05,5
Berbera,2021-04-12,3
Berbera,2021-04-19,3
Berbera,2021-06-21,4
Berbera,2021-06-28,4
Berbera,2021-10-25,4
Berbera,2021-11-29,4
Berbera,2022-01-17,4
Berbera,2022-01-31,23
Berbera,2022-03-21,9
Berbera,2022-04-11,4
Berbera,2022-04-18,4
Berbera,2022-05-09,3
Berbera,2022-06-06,3
Berbera,2022-06-13,3
Berbera,2022-06-20,3
Berbera,2022-07-11,12
Berbera,2022-07-18,15
Berbera,2022-07-25,3
Berbera,2022-08-15,19
Berbera,2022-08-22,7
Berbera,2022-08-29,22
Berbera,2022-09-05,7
Berbera,2022-09-12,3
Berbera,2022-09-19,20
Berbera,2022-09-26,7
Berbera,2022-10-10,3
Berbera,2022-10-17,26
Berbera,2022-10-24,28
Berbera,2022-10-31,35
Berbera,2022-11-07,16
Berbera,2022-11-28,3
Berbera,2022-12-05,19
Berbera,2022-12-19,4
Borama,2017-02-27,7
Borama,2017-03-13,416
Borama,2017-03-20,487
Borama,2017-03-27,8
Borama,2017-04-03,138
Borama,2017-04-10,144
Borama,2017-04-17,145
Borama,2017-04-24,64
Borama,2017-05-01,18
Borama,2017-05-08,52
Borama,2017-05-15,242
Borama,2017-05-22,43
Borama,2017-05-29,307
Borama,2017-06-05,8
Borama,2017-06-12,12
Borama,2017-07-03,144
Borama,2017-07-10,315
Borama,2017-07-17,37
Borama,2017-07-24,406
Borama,2017-07-31,13
Borama,2017-08-07,49
Borama,2017-08-14,36
Borama,2017-08-21,21
Borama,2017-08-28,7
Borama,2017-09-11,12
Borama,2017-09-18,50
Borama,2017-09-25,6
Borama,2017-10-02,38
Borama,2017-10-09,20
Borama,2017-10-23,8
Borama,2017-10-30,6
Borama,2017-11-06,6
Borama,2017-11-20,7
Borama,2017-11-27,13
Borama,2017-12-11,8
Borama,2017-12-18,9
Borama,2017-12-25,13
Borama,2018-01-22,6
Borama,2018-01-29,7
Borama,2018-02-19,7
Borama,2018-03-05,13
Borama,2018-03-12,22
Borama,2018-03-19,24
Borama,2018-03-26,25
Borama,2018-04-02,24
Borama,2018-04-09,7
Borama,2018-04-23,7
Borama,2018-05-07,17
Borama,2018-05-14,166
Borama,2018-05-21,21
Borama,2018-05-28,20
Borama,2018-07-09,5
Borama,2018-07-16,13
Borama,2018-08-27,37
Borama,2018-09-24,190
Borama,2018-10-01,11
Borama,2018-10-08,101
Borama,2018-10-15,93
Borama,2018-10-29,53
Borama,2018-11-19,51
Borama,2018-11-26,34
Borama,2018-12-03,4
Borama,2018-12-10,79
Borama,2018-12-31,61
Borama,2019-01-07,26
Borama,2019-01-14,46
Borama,2019-01-21,26
Borama,2019-01-28,4
Borama,2019-02-04,106
Borama,2019-02-11,8
Borama,2019-02-25,74
Borama,2019-03-04,58
Borama,2019-03-25,48
Borama,2019-04-01,117
Borama,2019-04-08,22
Borama,2019-04-15,6
Borama,2019-04-22,8
Borama,2019-05-27,115
Borama,2019-06-03,104
Borama,2019-06-10,47
Borama,2019-06-17,65
Borama,2019-06-24,33
Borama,2019-07-01,83
Borama,2019-07-08,190
Borama,2019-07-15,250
Borama,2019-07-22,91
Borama,2019-07-29,154
Borama,2019-08-05,380
Borama,2019-08-12,94
Borama,2019-08-19,62
Borama,2019-08-26,216
Borama,2019-09-02,258
Borama,2019-09-09,135
Borama,2019-09-16,66
Borama,2019-09-30,97
Borama,2019-10-07,63
Borama,2019-10-14,7
Borama,2019-10-21,23
Borama,2019-10-28,81
Borama,2019-11-04,33
Borama,2019-11-11,67
Borama,2019-11-18,28
Borama,2019-12-09,8
Borama,2019-12-16,115
Borama,2019-12-23,59
Borama,2019-12-30,33
Borama,2020-01-06,42
Borama,2020-01-13,94
Borama,2020-01-20,150
Borama,2020-01-27,263
Borama,2020-02-03,415
Borama,2020-02-10,289
Borama,2020-02-17,317
Borama,2020-02-24,329
Borama,2020-03-02,115
Borama,2020-03-09,87
Borama,2020-03-16,92
Borama,2020-03-23,63
Borama,2020-03-30,157
Borama,2020-04-06,136
Borama,2020-04-13,54
Borama,2020-04-20,76
Borama,2020-04-27,78
Borama,2020-05-04,47
Borama,2020-05-11,54
Borama,2020-05-18,64
Borama,2020-05-25,136
Borama,2020-06-01,84
Borama,2020-06-08,119
Borama,2020-06-15,95
Borama,2020-06-22,112
Borama,2020-06-29,88
Borama,2020-07-06,137
Borama,2020-07-13,131
Borama,2020-07-20,47
Borama,2020-07-27,55
Borama,2020-08-03,53
Borama,2020-08-10,52
Borama,2020-08-17,55
Borama,2020-08-24,63
Borama,2020-08-31,69
Borama,2020-09-07,106
Borama,2020-09-14,204
Borama,2020-09-21,52
Borama,2020-09-28,59
Borama,2020-10-05,96
Borama,2020-10-12,93
Borama,2020-10-19,36
Borama,2020-10-26,131
Borama,2020-11-02,95
Borama,2020-11-09,102
Borama,2020-11-16,40
Borama,2020-11-23,94
Borama,2020-11-30,32
Borama,2020-12-07,31
Borama,2020-12-14,10
Borama,2021-01-04,78
Borama,2021-01-11,105
Borama,2021-01-18,166
Borama,2021-01-25,105
Borama,2021-02-01,133
Borama,2021-02-08,136
Borama,2021-02-15,127
Borama,2021-02-22,81
Borama,2021-03-01,46
Borama,2021-03-08,58
Borama,2021-03-15,51
Borama,2021-03-22,116
Borama,2021-03-29,58
Borama,2021-04-05,98
Borama,2021-04-12,97
Borama,2021-04-19,51
Borama,2021-04-26,43
Borama,2021-05-03,7
Borama,2021-05-17,50
Borama,2021-05-24,27
Borama,2021-05-31,35
Borama,2021-06-07,33
Borama,2021-06-14,48
Borama,2021-06-21,99
Borama,2021-06-28,33
Borama,2021-07-05,55
Borama,2021-07-12,31
Borama,2021-07-19,16
Borama,2021-08-02,15
Borama,2021-08-09,42
Borama,2021-08-16,22
Borama,2021-08-23,47
Borama,2021-08-30,28
Borama,2021-09-06,15
Borama,2021-09-13,45
Borama,2021-09-20,44
Borama,2021-09-27,13
Borama,2021-10-04,58
Borama,2021-10-18,7
Borama,2021-10-25,20
Borama,2021-11-01,58
Borama,2021-11-08,101
Borama,2021-11-15,76
Borama,2021-11-22,37
Borama,2021-11-29,36
Borama,2021-12-06,37
Borama,2021-12-13,19
Borama,2021-12-20,18
Borama,2021-12-27,14
Borama,2022-01-03,13
Borama,2022-01-10,33
Borama,2022-01-17,62
Borama,2022-01-24,44
Borama,2022-01-31,83
Borama,2022-02-07,41
Borama,2022-02-14,57
Borama,2022-02-21,44
Borama,2022-02-28,20
Borama,2022-03-07,53
Borama,2022-03-14,25
Borama,2022-03-21,53
Borama,2022-03-28,25
Borama,2022-04-04,195
Borama,2022-04-11,294
Borama,2022-04-18,43
Borama,2022-04-25,36
Borama,2022-05-09,48
Borama,2022-05-16,15
Borama,2022-05-23,90
Borama,2022-05-30,168
Borama,2022-06-06,174
Borama,2022-06-13,138
Borama,2022-06-20,54
Borama,2022-06-27,77
Borama,2022-07-04,12
Borama,2022-07-11,118
Borama,2022-07-18,31
Borama,2022-07-25,37
Borama,2022-08-08,25
Borama,2022-08-15,12
Borama,2022-08-22,12
Borama,2022-08-29,6
Borama,2022-09-05,22
Borama,2022-09-12,130
Borama,2022-09-19,20
Borama,2022-09-26,37
Borama,2022-10-03,7
Borama,2022-10-10,13
Borama,2022-10-17,51
Borama,2022-10-24,33
Borama,2022-11-07,51
Borama,2022-11-14,111
Borama,2022-11-21,146
Borama,2022-11-28,109
Borama,2022-12-05,93
Borama,2022-12-12,40
Borama,2022-12-19,13
Borama,2022-12-26,24
Borama,2023-01-02,8
Borama,2023-01-09,11
Borama,2023-01-16,14
Borama,2023-01-30,6
Borama,2023-02-06,65
Borama,2023-02-13,177
Borama,2023-02-20,242
Borama,2023-02-27,41
Borama,2023-03-06,420
Borama,2023-03-13,451
Borama,2023-03-20,2955
Borama,2023-03-27,382
Borama,2023-04-03,47
Borama,2023-04-17,960
Borama,2023-05-08,12
Borama,2023-05-15,32
Borama,2023-05-22,24
Borama,2023-05-29,18
Borama,2023-06-12,76
Borama,2023-06-19,173
Borama,2023-07-03,123
Borama,2023-07-10,120
Borama,2023-07-17,58
Borama,2023-07-24,62
Bossaso,2017-01-02,9
Bossaso,2017-01-16,5
Bossaso,2017-01-30,4
Bossaso,2017-02-06,6
Bossaso,2017-02-13,26
Bossaso,2017-02-20,6
Bossaso,2017-02-27,3
Bossaso,2017-03-13,6
Bossaso,2017-03-20,7
Bossaso,2017-04-03,62
Bossaso,2017-04-17,3
Bossaso,2017-05-01,5
Bossaso,2017-05-08,16
Bossaso,2017-05-22,34
Bossaso,2017-05-29,23
Bossaso,2017-06-05,7
Bossaso,2017-06-12,422
Bossaso,2017-06-19,7
Bossaso,2017-06-26,13
Bossaso,2017-07-03,3
Bossaso,2017-07-10,16
Bossaso,2017-07-24,6
Bossaso,2017-07-31,7
Bossaso,2017-08-07,20
Bossaso,2017-08-14,21
Bossaso,2017-08-21,3
Bossaso,2017-08-28,6
Bossaso,2017-09-04,16
Bossaso,2017-09-11,10
Bossaso,2017-09-18,5
Bossaso,2017-09-25,10
Bossaso,2017-10-02,39
Bossaso,2017-10-09,4
Bossaso,2017-10-16,4
Bossaso,2017-10-23,20
Bossaso,2017-10-30,7
Bossaso,2017-11-06,24
Bossaso,2017-11-20,15
Bossaso,2017-11-27,6
Bossaso,2017-12-04,51
Bossaso,2017-12-11,22
Bossaso,2017-12-18,25
Bossaso,2017-12-25,6
Bossaso,2018-01-08,22
Bossaso,2018-01-15,6
Bossaso,2018-01-22,5
Bossaso,2018-01-29,0
Bossaso,2018-02-05,11
Bossaso,2018-02-26,5
Bossaso,2018-03-05,17
Bossaso,2018-03-12,21
Bossaso,2018-03-19,15
Bossaso,2018-03-26,7
Bossaso,2018-04-09,11
Bossaso,2018-04-16,335
Bossaso,2018-04-23,1214
Bossaso,2018-04-30,19
Bossaso,2018-05-07,141
Bossaso,2018-05-14,49
Bossaso,2018-05-21,506
Bossaso,2018-05-28,361
Bossaso,2018-06-04,98
Bossaso,2018-06-11,8
Bossaso,2018-06-18,26
Bossaso,2018-06-25,22
Bossaso,2018-07-02,69
Bossaso,2018-07-09,7
Bossaso,2018-07-23,19
Bossaso,2018-07-30,14
Bossaso,2018-08-06,21
Bossaso,2018-08-27,10
Bossaso,2018-09-03,36
Bossaso,2018-09-10,24
Bossaso,2018-09-17,4
Bossaso,2018-09-24,3
Bossaso,2018-10-01,14
Bossaso,2018-10-08,77
Bossaso,2018-10-15,12
Bossaso,2018-10-22,11
Bossaso,2018-10-29,416
Bossaso,2018-11-05,29
Bossaso,2018-11-26,17
Bossaso,2018-12-03,20
Bossaso,2018-12-10,16
Bossaso,2018-12-17,3
Bossaso,2018-12-31,24
Bossaso,2019-01-07,23
Bossaso,2019-01-14,15
Bossaso,2019-01-28,13
Bossaso,2019-02-04,21
Bossaso,2019-02-18,19
Bossaso,2019-02-25,5
Bossaso,2019-03-04,16
Bossaso,2019-03-11,27
Bossaso,2019-03-18,6
Bossaso,2019-04-01,18
Bossaso,2019-04-08,6
Bossaso,2019-04-15,6
Bossaso,2019-04-22,35
Bossaso,2019-04-29,60
Bossaso,2019-05-06,48
Bossaso,2019-05-13,19
Bossaso,2019-05-20,26
Bossaso,2019-05-27,23
Bossaso,2019-06-03,125
Bossaso,2019-06-10,21
Bossaso,2019-06-17,13
Bossaso,2019-06-24,141
Bossaso,2019-07-01,63
Bossaso,2019-07-08,12
Bossaso,2019-07-15,13
Bossaso,2019-07-22,12
Bossaso,2019-07-29,10
Bossaso,2019-08-05,165
Bossaso,2019-08-12,14
Bossaso,2019-08-26,11
Bossaso,2019-09-02,33
Bossaso,2019-09-09,121
Bossaso,2019-09-23,5
Bossaso,2019-09-30,20
Bossaso,2019-10-07,13
Bossaso,2019-10-14,16
Bossaso,2019-10-21,5
Bossaso,2019-10-28,10
Bossaso,2019-11-04,58
Bossaso,2019-11-11,28
Bossaso,2019-11-18,6
Bossaso,2019-11-25,40
Bossaso,2019-12-02,13
Bossaso,2019-12-09,29
Bossaso,2019-12-16,9
Bossaso,2019-12-23,11
Bossaso,2019-12-30,20
Bossaso,2020-01-06,26
Bossaso,2020-01-13,6
Bossaso,2020-01-20,6
Bossaso,2020-01-27,83
Bossaso,2020-02-03,21
Bossaso,2020-02-10,9
Bossaso,2020-02-24,18
Bossaso,2020-03-02,29
Bossaso,2020-03-09,52
Bossaso,2020-03-16,15
Bossaso,2020-03-23,27
Bossaso,2020-03-30,9
Bossaso,2020-04-13,162
Bossaso,2020-04-20,81
Bossaso,2020-04-27,22
Bossaso,2020-05-04,49
Bossaso,2020-05-11,3
Bossaso,2020-05-18,7
Bossaso,2020-05-25,22
Bossaso,2020-06-01,13
Bossaso,2020-06-08,29
Bossaso,2020-06-15,24
Bossaso,2020-06-22,11
Bossaso,2020-06-29,26
Bossaso,2020-07-06,52
Bossaso,2020-07-13,39
Bossaso,2020-07-20,5
Bossaso,2020-07-27,66
Bossaso,2020-08-03,54
Bossaso,2020-08-10,34
Bossaso,2020-08-17,57
Bossaso,2020-08-24,7
Bossaso,2020-08-31,7
Bossaso,2020-09-07,59
Bossaso,2020-09-14,43
Bossaso,2020-09-21,2
Bossaso,2020-09-28,15
Bossaso,2020-10-05,22
Bossaso,2020-10-12,18
Bossaso,2020-10-19,24
Bossaso,2020-10-26,36
Bossaso,2020-11-09,7
Bossaso,2020-11-16,21
Bossaso,2020-11-23,7
Bossaso,2020-12-07,12
Bossaso,2020-12-14,27
Bossaso,2021-01-04,3
Bossaso,2021-01-11,3
Bossaso,2021-01-18,8
Bossaso,2021-01-25,6
Bossaso,2021-02-01,21
Bossaso,2021-02-08,24
Bossaso,2021-02-15,7
Bossaso,2021-03-01,27
Bossaso,2021-03-08,4
Bossaso,2021-03-15,18
Bossaso,2021-03-22,66
Bossaso,2021-03-29,9
Bossaso,2021-04-05,11
Bossaso,2021-04-12,4
Bossaso,2021-04-19,26
Bossaso,2021-04-26,46
Bossaso,2021-05-03,3
Bossaso,2021-05-10,14
Bossaso,2021-05-17,29
Bossaso,2021-05-24,36
Bossaso,2021-05-31,33
Bossaso,2021-06-14,25
Bossaso,2021-06-21,24
Bossaso,2021-06-28,28
Bossaso,2021-07-05,7
Bossaso,2021-07-19,22
Bossaso,2021-07-26,10
Bossaso,2021-08-02,24
Bossaso,2021-08-09,21
Bossaso,2021-08-16,4
Bossaso,2021-08-23,29
Bossaso,2021-08-30,3
Bossaso,2021-09-06,4
Bossaso,2021-09-13,17
Bossaso,2021-09-20,7
Bossaso,2021-10-04,17
Bossaso,2021-10-11,12
Bossaso,2021-10-18,17
Bossaso,2021-10-25,15
Bossaso,2021-11-01,3
Bossaso,2021-11-08,16
Bossaso,2021-11-15,3
Bossaso,2021-11-22,19
Bossaso,2021-11-29,81
Bossaso,2021-12-06,18
Bossaso,2021-12-13,30
Bossaso,2021-12-20,2027
Bossaso,2021-12-27,1165
Bossaso,2022-01-10,6
Bossaso,2022-01-17,14
Bossaso,2022-01-24,84
Bossaso,2022-01-31,62
Bossaso,2022-02-07,3
Bossaso,2022-02-14,16
Bossaso,2022-02-21,20
Bossaso,2022-02-28,44
Bossaso,2022-03-07,10
Bossaso,2022-03-14,41
Bossaso,2022-03-21,8
Bossaso,2022-03-28,175
Bossaso,2022-04-04,137
Bossaso,2022-04-11,38
Bossaso,2022-04-18,9
Bossaso,2022-04-25,11
Bossaso,2022-05-02,17
Bossaso,2022-05-09,24
Bossaso,2022-05-16,17
Bossaso,2022-05-23,8
Bossaso,2022-05-30,39
Bossaso,2022-06-06,256
Bossaso,2022-06-13,321
Bossaso,2022-06-20,165
Bossaso,2022-06-27,12
Bossaso,2022-07-04,41
Bossaso,2022-07-11,133
Bossaso,2022-07-18,5212
Bossaso,2022-08-01,21
Bossaso,2022-08-08,17
Bossaso,2022-08-15,31
Bossaso,2022-08-22,12
Bossaso,2022-08-29,6
Bossaso,2022-09-05,15
Bossaso,2022-09-12,32
Bossaso,2022-10-03,5
Bossaso,2022-10-10,3142
Bossaso,2022-10-17,9
Bossaso,2022-10-24,36
Bossaso,2022-10-31,18
Bossaso,2022-11-07,37
Bossaso,2022-11-14,17
Bossaso,2022-11-21,91
Bossaso,2022-11-28,6
Bossaso,2022-12-05,18
Bossaso,2022-12-12,18
Bossaso,2022-12-26,80
Bossaso,2023-01-09,9
Bossaso,2023-02-27,4
Bossaso,2023-03-06,6
Bossaso,2023-03-13,25
Bossaso,2023-03-20,13
Bossaso,2023-03-27,12
Bossaso,2023-04-03,50
Bossaso,2023-04-10,216
Bossaso,2023-04-17,21
Bossaso,2023-04-24,9
Bossaso,2023-05-01,13
Bossaso,2023-05-08,98
Bossaso,2023-05-22,167
Bossaso,2023-05-29,24
Bossaso,2023-06-05,1489
Bossaso,2023-06-12,234
Bossaso,2023-06-19,72
Bossaso,2023-06-26,268
Bossaso,2023-07-03,172
Bossaso,2023-07-10,21
Bossaso,2023-07-17,135
Bossaso,2023-07-24,47
Bu'aale,2017-01-02,83
Bu'aale,2017-01-09,7
Bu'aale,2017-01-23,15
Bu'aale,2017-02-06,8
Bu'aale,2017-02-13,330
Bu'aale,2017-02-27,574
Bu'aale,2017-03-06,8
Bu'aale,2017-03-13,25
Bu'aale,2017-03-20,146
Bu'aale,2017-06-05,13
Bu'aale,2017-06-19,6
Bu'aale,2017-07-10,7
Bu'aale,2017-07-17,14
Bu'aale,2017-07-24,13
Bu'aale,2017-08-21,21
Bu'aale,2017-09-11,72
Bu'aale,2017-09-18,8
Bu'aale,2017-09-25,107
Bu'aale,2017-10-02,20
Bu'aale,2017-10-09,16
Bu'aale,2017-10-16,84
Bu'aale,2017-11-06,738
Bu'aale,2017-11-13,16
Bu'aale,2017-11-20,13
Bu'aale,2017-11-27,20
Bu'aale,2017-12-04,12
Bu'aale,2017-12-11,10
Bu'aale,2017-12-18,25
Bu'aale,2017-12-25,4
Bu'aale,2018-01-01,52
Bu'aale,2018-01-15,4
Bu'aale,2018-01-22,4
Bu'aale,2018-01-29,21
Bu'aale,2018-02-05,24
