district,week_start,outflows
Baardheere,2020-12-21,118
Baardheere,2021-01-04,147
Baardheere,2021-01-11,142
Baardheere,2021-01-18,184
Baardheere,2021-01-25,529
Baardheere,2021-02-01,782
Baardheere,2021-02-08,204
Baardheere,2021-02-15,197
Baardheere,2021-02-22,256
Baardheere,2021-03-01,297
Baardheere,2021-03-08,137
Baardheere,2021-03-15,607
Baardheere,2021-03-22,418
Baardheere,2021-03-29,203
Baardheere,2021-04-05,558
Baardheere,2021-04-12,314
Baardheere,2021-04-19,340
Baardheere,2021-04-26,85
Baardheere,2021-05-03,258
Baardheere,2021-05-10,40
Baardheere,2021-05-17,135
Baardheere,2021-05-24,134
Baardheere,2021-05-31,122
Baardheere,2021-06-07,85
Baardheere,2021-06-14,70
Baardheere,2021-06-21,107
Baardheere,2021-06-28,93
Baardheere,2021-07-05,228
Baardheere,2021-07-12,181
Baardheere,2021-07-19,56
Baardheere,2021-07-26,78
Baardheere,2021-08-02,137
Baardheere,2021-08-09,161
Baardheere,2021-08-16,48
Baardheere,2021-08-23,66
Baardheere,2021-08-30,57
Baardheere,2021-09-06,88
Baardheere,2021-09-13,143
Baardheere,2021-09-20,64
Baardheere,2021-09-27,40
Baardheere,2021-10-04,120
Baardheere,2021-10-11,199
Baardheere,2021-10-18,111
Baardheere,2021-10-25,160
Baardheere,2021-11-01,231
Baardheere,2021-11-08,169
Baardheere,2021-11-15,29
Baardheere,2021-11-22,607
Baardheere,2021-11-29,47
Baardheere,2021-12-06,37
Baardheere,2021-12-13,153
Baardheere,2021-12-20,31
Baardheere,2021-12-27,104
Baardheere,2022-01-03,62
Baardheere,2022-01-10,60
Baardheere,2022-01-17,3037
Baardheere,2022-01-24,2453
Baardheere,2022-01-31,382
Baardheere,2022-02-07,160
Baardheere,2022-02-14,70
Baardheere,2022-02-21,76
Baardheere,2022-02-28,92
Baardheere,2022-03-07,505
Baardheere,2022-03-14,90
Baardheere,2022-03-21,292
Baardheere,2022-03-28,231
Baardheere,2022-04-04,608
Baardheere,2022-04-11,182
Baardheere,2022-04-18,115
Baardheere,2022-04-25,77
Baardheere,2022-05-02,182
Baardheere,2022-05-09,66
Baardheere,2022-05-16,298
Baardheere,2022-05-23,274
Baardheere,2022-05-30,317
Baardheere,2022-06-06,49
Baardheere,2022-06-13,227
Baardheere,2022-06-20,202
Baardheere,2022-06-27,193
Baardheere,2022-07-04,707
Baardheere,2022-07-11,1233
Baardheere,2022-07-18,169
Baardheere,2022-07-25,199
Baardheere,2022-08-01,220
Baardheere,2022-08-08,219
Baardheere,2022-08-15,460
Baardheere,2022-08-22,196
Baardheere,2022-08-29,196
Baardheere,2022-09-05,356
Baardheere,2022-09-12,549
Baardheere,2022-09-19,1207
Baardheere,2022-09-26,766
Baardheere,2022-10-03,829
Baardheere,2022-10-10,474
Baardheere,2022-10-17,644
Baardheere,2022-10-24,246
Baardheere,2022-10-31,713
Baardheere,2022-11-07,261
Baardheere,2022-11-14,380
Baardheere,2022-11-21,364
Baardheere,2022-11-28,299
Baardheere,2022-12-05,515
Baardheere,2022-12-12,295
Baardheere,2022-12-19,532
Baardheere,2022-12-26,427
Baardheere,2023-01-02,634
Baardheere,2023-01-09,339
Baardheere,2023-01-16,596
Baardheere,2023-01-23,419
Baardheere,2023-01-30,618
Baardheere,2023-02-06,664
Baardheere,2023-02-13,1428
Baardheere,2023-02-20,302
Baardheere,2023-02-27,1474
Baardheere,2023-03-06,1068
Baardheere,2023-03-13,1379
Baardheere,2023-03-20,101357
Baardheere,2023-03-27,4471
Baardheere,2023-04-03,754
Baardheere,2023-04-10,1735
Baardheere,2023-04-17,2366
Baardheere,2023-04-24,4683
Baardheere,2023-05-01,2478
Baardheere,2023-05-08,1092
Baardheere,2023-05-15,340
Baardheere,2023-05-22,568
Baardheere,2023-05-29,1153
Baardheere,2023-06-05,261
Baardheere,2023-06-12,346
Baardheere,2023-06-19,628
Baardheere,2023-06-26,674
Baardheere,2023-07-03,463
Baardheere,2023-07-10,668
Baardheere,2023-07-17,1271
Baardheere,2023-07-24,640
Badhaadhe,2017-03-13,5
Badhaadhe,2017-05-22,14
Badhaadhe,2017-09-25,4
Badhaadhe,2017-10-02,5
Badhaadhe,2017-11-13,3
Badhaadhe,2017-11-20,10
Badhaadhe,2017-11-27,19
Badhaadhe,2017-12-04,9
Badhaadhe,2017-12-11,8
Badhaadhe,2017-12-18,8
Badhaadhe,2018-01-08,22
Badhaadhe,2018-01-15,7
Badhaadhe,2018-02-12,9
Badhaadhe,2018-03-05,7
Badhaadhe,2018-03-12,27
Badhaadhe,2018-03-19,38
Badhaadhe,2018-03-26,28
Badhaadhe,2018-04-02,16
Badhaadhe,2018-04-16,8
Badhaadhe,2018-04-23,8
Badhaadhe,2018-09-10,5
Badhaadhe,2018-09-24,8
Badhaadhe,2018-10-01,5
Badhaadhe,2018-10-08,9
Badhaadhe,2018-10-22,4
Badhaadhe,2018-11-19,15
Badhaadhe,2018-11-26,6
Badhaadhe,2019-01-28,4
Badhaadhe,2019-02-11,7
Badhaadhe,2019-03-04,8
Badhaadhe,2019-03-11,23
Badhaadhe,2019-03-18,5
Badhaadhe,2019-03-25,6
Badhaadhe,2019-04-01,17
Badhaadhe,2019-04-08,6
Badhaadhe,2019-04-29,8
Badhaadhe,2019-05-06,31
Badhaadhe,2019-05-13,15
Badhaadhe,2019-05-20,11
Badhaadhe,2019-06-03,15
Badhaadhe,2019-06-10,18
Badhaadhe,2019-06-17,51
Badhaadhe,2019-06-24,14
Badhaadhe,2019-07-01,29
Badhaadhe,2019-07-08,12
Badhaadhe,2019-07-15,37
Badhaadhe,2019-07-22,11
Badhaadhe,2019-07-29,65
Badhaadhe,2019-08-05,25
Badhaadhe,2019-08-19,23
Badhaadhe,2019-08-26,4
Badhaadhe,2019-09-02,13
Badhaadhe,2019-09-23,31
Badhaadhe,2019-09-30,11
Badhaadhe,2019-10-07,8
Badhaadhe,2019-10-21,10
Badhaadhe,2019-10-28,6
Badhaadhe,2019-11-04,5
Badhaadhe,2019-11-18,11
Badhaadhe,2019-12-09,18
Badhaadhe,2019-12-16,4
Badhaadhe,2019-12-23,10
Badhaadhe,2019-12-30,6
Badhaadhe,2020-01-06,16
Badhaadhe,2020-01-13,10
Badhaadhe,2020-02-03,9
Badhaadhe,2020-03-02,4
Badhaadhe,2020-03-23,12
Badhaadhe,2020-04-13,7
Badhaadhe,2020-06-29,10
Badhaadhe,2020-07-06,4
Badhaadhe,2020-08-24,27
Badhaadhe,2020-08-31,16
Badhaadhe,2020-09-07,25
Badhaadhe,2020-09-14,31
Badhaadhe,2020-09-21,13
Badhaadhe,2020-09-28,4
Badhaadhe,2020-10-12,5
Badhaadhe,2020-10-19,8
Badhaadhe,2020-10-26,16
Badhaadhe,2020-11-02,9
Badhaadhe,2020-11-09,18
Badhaadhe,2020-11-16,10
Badhaadhe,2020-11-23,14
Badhaadhe,2020-11-30,14
Badhaadhe,2020-12-07,19
Badhaadhe,2021-01-04,9
Badhaadhe,2021-01-11,18
Badhaadhe,2021-01-25,5
Badhaadhe,2021-02-01,18
Badhaadhe,2021-02-08,54
Badhaadhe,2021-02-15,33
Badhaadhe,2021-02-22,24
Badhaadhe,2021-03-01,32
Badhaadhe,2021-03-08,30
Badhaadhe,2021-03-15,41
Badhaadhe,2021-03-22,51
Badhaadhe,2021-04-05,49
Badhaadhe,2021-04-12,11
Badhaadhe,2021-04-19,67
Badhaadhe,2021-04-26,17
Badhaadhe,2021-05-10,9
Badhaadhe,2021-05-17,50
Badhaadhe,2021-05-24,53
Badhaadhe,2021-05-31,5
Badhaadhe,2021-06-07,57
Badhaadhe,2021-06-14,49
Badhaadhe,2021-06-21,40
Badhaadhe,2021-06-28,34
Badhaadhe,2021-07-05,48
Badhaadhe,2021-07-12,39
Badhaadhe,2021-07-19,37
Badhaadhe,2021-07-26,36
Badhaadhe,2021-08-02,41
Badhaadhe,2021-08-09,34
Badhaadhe,2021-08-16,8
Badhaadhe,2021-08-23,33
Badhaadhe,2021-08-30,63
Badhaadhe,2021-09-06,10
Badhaadhe,2021-09-13,76
Badhaadhe,2021-09-20,83
Badhaadhe,2021-09-27,34
Badhaadhe,2021-10-04,3
Badhaadhe,2021-10-11,181
Badhaadhe,2021-10-18,253
Badhaadhe,2021-10-25,206
Badhaadhe,2021-11-01,48
Badhaadhe,2021-11-08,75
Badhaadhe,2021-11-15,154
Badhaadhe,2021-11-22,175
Badhaadhe,2021-11-29,69
Badhaadhe,2021-12-06,78
Badhaadhe,2021-12-13,256
Badhaadhe,2021-12-20,147
Badhaadhe,2021-12-27,183
Badhaadhe,2022-01-03,187
Badhaadhe,2022-01-10,155
Badhaadhe,2022-01-17,156
Badhaadhe,2022-01-24,155
Badhaadhe,2022-01-31,107
Badhaadhe,2022-02-07,20
Badhaadhe,2022-02-14,159
Badhaadhe,2022-02-21,410
Badhaadhe,2022-02-28,166
Badhaadhe,2022-03-07,94
Badhaadhe,2022-03-14,205
Badhaadhe,2022-03-21,122
Badhaadhe,2022-03-28,45
Badhaadhe,2022-04-04,59
Badhaadhe,2022-04-11,25
Badhaadhe,2022-04-18,191
Badhaadhe,2022-04-25,125
Badhaadhe,2022-05-02,87
Badhaadhe,2022-05-09,102
Badhaadhe,2022-05-16,252
Badhaadhe,2022-05-23,282
Badhaadhe,2022-05-30,101
Badhaadhe,2022-06-06,139
Badhaadhe,2022-06-13,169
Badhaadhe,2022-06-20,170
Badhaadhe,2022-06-27,167
Badhaadhe,2022-07-04,75
Badhaadhe,2022-07-11,275
Badhaadhe,2022-07-18,165
Badhaadhe,2022-07-25,173
Badhaadhe,2022-08-01,69
Badhaadhe,2022-08-08,153
Badhaadhe,2022-08-15,88
Badhaadhe,2022-08-22,33
Badhaadhe,2022-08-29,32
Badhaadhe,2022-09-05,236
Badhaadhe,2022-09-12,185
Badhaadhe,2022-09-19,250
Badhaadhe,2022-09-26,155
Badhaadhe,2022-10-03,193
Badhaadhe,2022-10-10,102
Badhaadhe,2022-10-17,153
Badhaadhe,2022-10-24,225
Badhaadhe,2022-10-31,160
Badhaadhe,2022-11-07,93
Badhaadhe,2022-11-14,78
Badhaadhe,2022-11-21,47
Badhaadhe,2022-11-28,61
Badhaadhe,2022-12-05,123
Badhaadhe,2022-12-12,5
Badhaadhe,2022-12-19,39
Badhaadhe,2022-12-26,40
Badhaadhe,2023-02-13,34
Badhaadhe,2023-02-20,19
Badhaadhe,2023-02-27,51
Badhaadhe,2023-04-03,368
Badhaadhe,2023-04-10,224
Badhaadhe,2023-04-17,86
Badhaadhe,2023-05-01,111
Badhaadhe,2023-05-08,52
Badhaadhe,2023-05-15,60
Badhaadhe,2023-05-22,52
Badhaadhe,2023-05-29,6
Badhaadhe,2023-06-05,33
Badhaadhe,2023-06-12,42
Badhaadhe,2023-06-19,15
Badhaadhe,2023-06-26,16
Badhaadhe,2023-07-03,25
Badhaadhe,2023-07-10,6
Badhaadhe,2023-07-17,25
Badhaadhe,2023-07-24,34
Baki,2017-04-24,7
Baki,2017-05-08,8
Baki,2017-05-15,26
Baki,2017-05-22,7
Baki,2017-06-05,14
Baki,2017-06-12,12
Baki,2017-06-26,7
Baki,2017-07-03,20
Baki,2017-07-10,23
Baki,2017-07-17,21
Baki,2017-07-24,7
Baki,2017-08-07,8
Baki,2017-08-21,7
Baki,2017-08-28,8
Baki,2017-09-04,7
Baki,2017-09-11,7
Baki,2017-09-18,22
Baki,2017-09-25,8
Baki,2017-10-02,8
Baki,2017-10-23,6
Baki,2017-11-06,7
Baki,2017-11-20,12
Baki,2017-12-04,7
Baki,2017-12-18,7
Baki,2018-05-14,200
Baki,2018-05-21,28
Baki,2018-05-28,21
Baki,2018-06-11,92
Baki,2018-06-25,672
Baki,2018-07-02,167
Baki,2018-08-20,47
Baki,2018-09-17,50
Baki,2018-09-24,304
Baki,2018-10-08,38
Baki,2018-10-22,135
Baki,2018-10-29,66
Baki,2018-11-05,213
Baki,2018-11-12,329
Baki,2018-11-26,143
Baki,2018-12-03,93
Baki,2018-12-10,140
Baki,2018-12-17,75
Baki,2018-12-31,30
Baki,2019-01-07,169
Baki,2019-01-21,21
Baki,2019-02-04,87
Baki,2019-02-11,25
Baki,2019-02-25,12
Baki,2019-03-04,49
Baki,2019-03-11,68
Baki,2019-03-18,126
Baki,2019-03-25,24
Baki,2019-04-01,87
Baki,2019-04-08,1488
Baki,2019-04-15,51
Baki,2019-04-22,62
Baki,2019-04-29,27
Baki,2019-05-06,191
Baki,2019-05-13,24
Baki,2019-05-20,20
Baki,2019-06-03,734
Baki,2019-06-10,46
Baki,2019-06-24,168
Baki,2019-07-01,26
Baki,2019-07-08,47
Baki,2019-07-22,7
Baki,2019-07-29,44
Baki,2019-08-12,90
Baki,2019-08-19,86
Baki,2019-08-26,287
Baki,2019-09-02,183
Baki,2019-09-09,48
Baki,2019-09-16,10
Baki,2019-09-23,139
Baki,2019-09-30,27
Baki,2019-10-07,111
Baki,2019-10-14,47
Baki,2019-10-28,13
Baki,2019-11-04,30
Baki,2019-11-11,53
Baki,2020-01-20,16
Baki,2020-01-27,22
Baki,2020-02-10,93
Baki,2020-02-17,51
Baki,2020-02-24,49
Baki,2020-03-02,42
Baki,2020-03-16,7
Baki,2020-03-23,25
Baki,2020-03-30,32
Baki,2020-04-06,44
Baki,2020-04-13,13
Baki,2020-04-20,24
Baki,2020-04-27,109
Baki,2020-05-04,34
Baki,2020-05-11,55
Baki,2020-05-18,43
Baki,2020-05-25,39
Baki,2020-06-01,55
Baki,2020-06-08,38
Baki,2020-06-15,48
Baki,2020-06-22,24
Baki,2020-06-29,38
Baki,2020-07-06,64
Baki,2020-07-13,16
Baki,2020-07-20,16
Baki,2020-07-27,38
Baki,2020-08-03,23
Baki,2020-08-10,13
Baki,2020-08-17,8
Baki,2020-08-24,14
Baki,2020-08-31,8
Baki,2020-09-07,8
Baki,2020-09-14,30
Baki,2020-09-21,41
Baki,2020-09-28,18
Baki,2020-10-05,51
Baki,2020-10-12,13
Baki,2020-10-19,5
Baki,2020-10-26,32
Baki,2020-11-02,18
Baki,2020-11-09,42
Baki,2020-11-16,6
Baki,2020-11-23,11
Baki,2020-11-30,18
Baki,2020-12-07,22
Baki,2021-01-11,11
Baki,2021-01-18,32
Baki,2021-01-25,26
Baki,2021-02-01,43
Baki,2021-02-08,51
Baki,2021-02-15,34
Baki,2021-02-22,20
Baki,2021-03-01,6
Baki,2021-03-08,21
Baki,2021-03-15,19
Baki,2021-03-22,21
Baki,2021-03-29,15
Baki,2021-04-05,25
Baki,2021-04-12,41
Baki,2021-04-19,46
Baki,2021-04-26,54
Baki,2021-05-03,7
Baki,2021-05-17,37
Baki,2021-05-24,23
Baki,2021-05-31,18
Baki,2021-06-07,36
Baki,2021-06-14,25
Baki,2021-06-21,67
Baki,2021-06-28,8
Baki,2021-07-05,58
Baki,2021-07-12,19
Baki,2021-07-19,6
Baki,2021-07-26,20
Baki,2021-08-02,11
Baki,2021-08-09,24
Baki,2021-08-16,29
Baki,2021-08-23,21
Baki,2021-08-30,16
Baki,2021-09-06,41
Baki,2021-09-13,26
Baki,2021-09-20,24
Baki,2021-09-27,10
Baki,2021-10-04,16
Baki,2021-10-25,4
Baki,2021-11-01,23
Baki,2021-11-08,24
Baki,2021-11-15,35
Baki,2021-11-22,11
Baki,2021-11-29,17
Baki,2021-12-06,30
Baki,2021-12-13,5
Baki,2021-12-20,23
Baki,2022-01-10,17
Baki,2022-01-17,8
Baki,2022-01-24,12
Baki,2022-01-31,34
Baki,2022-02-07,107
Baki,2022-02-14,15
Baki,2022-02-21,29
Baki,2022-03-07,39
Baki,2022-03-14,47
Baki,2022-03-21,18
Baki,2022-03-28,15
Baki,2022-04-11,15
Baki,2022-04-18,8
Baki,2022-05-09,7
Baki,2022-05-16,7
Baki,2022-05-23,39
Baki,2022-06-06,140
Baki,2022-06-13,40
Baki,2022-06-20,17
Baki,2022-06-27,19
Baki,2022-07-04,67
Baki,2022-07-11,12
Baki,2022-07-18,21
Baki,2022-07-25,11
Baki,2022-08-01,1308
Baki,2022-08-08,12
Baki,2022-08-15,32
Baki,2022-08-22,72
Baki,2022-09-05,11
Baki,2022-09-12,20
Baki,2022-09-19,32
Baki,2022-09-26,20
Baki,2022-10-03,13
Baki,2022-10-10,35
Baki,2022-10-17,21
Baki,2022-10-24,187
Baki,2022-10-31,19
Baki,2022-11-07,30
Baki,2022-11-14,58
Baki,2022-11-21,59
Baki,2022-11-28,12
Baki,2022-12-05,20
Baki,2022-12-12,48
Baki,2022-12-19,24
Baki,2022-12-26,14
Baki,2023-01-09,21
Baki,2023-01-23,12
Baki,2023-01-30,12
Baki,2023-02-06,18
Baki,2023-02-13,31
Baki,2023-02-20,18
Baki,2023-02-27,41
Baki,2023-03-13,23
Baki,2023-03-20,30
Baki,2023-04-03,18
Baki,2023-04-10,18
Baki,2023-05-01,18
Baki,2023-05-15,12
Baki,2023-05-22,12
Baki,2023-05-29,5
Baki,2023-06-05,5
Baki,2023-06-12,14
Baki,2023-06-26,12
Baki,2023-07-10,18
Baki,2023-07-17,48
Baki,2023-07-24,52
Balcad,2017-01-02,6
Balcad,2017-01-09,6
Balcad,2017-01-23,4
Balcad,2017-02-27,9
Balcad,2017-03-20,148
Balcad,2017-03-27,259
Balcad,2017-04-03,9615
Balcad,2017-04-10,24
Balcad,2017-04-24,1731
Balcad,2017-08-28,4
Balcad,2017-09-18,248
Balcad,2017-10-09,5
Balcad,2017-10-23,219
Balcad,2017-11-06,2341
Balcad,2017-11-13,72
Balcad,2017-11-20,10
Balcad,2017-11-27,565
Balcad,2017-12-04,1328
Balcad,2017-12-11,167
Balcad,2017-12-25,201
Balcad,2018-01-01,651
Balcad,2018-01-08,287
Balcad,2018-01-22,456
Balcad,2018-01-29,149
Balcad,2018-02-05,127
Balcad,2018-02-12,12
Balcad,2018-02-19,148
Balcad,2018-02-26,1433
Balcad,2018-03-05,704
Balcad,2018-03-12,588
Balcad,2018-03-19,5
Balcad,2018-03-26,338
Balcad,2018-04-02,210
Balcad,2018-04-09,148
Balcad,2018-04-16,58
Balcad,2018-04-23,161
Balcad,2018-04-30,108
Balcad,2018-05-07,2285
Balcad,2018-05-14,871
Balcad,2018-05-21,24
Balcad,2018-05-28,385
Balcad,2018-06-04,119
Balcad,2018-06-11,3053
Balcad,2018-06-18,1321
Balcad,2018-06-25,194
Balcad,2018-07-02,107
Balcad,2018-07-09,19
Balcad,2018-07-23,5827
Balcad,2018-07-30,18
Balcad,2018-08-06,170
Balcad,2018-08-20,9
Balcad,2018-08-27,222
Balcad,2018-09-03,23
Balcad,2018-09-10,46
Balcad,2018-09-24,161
Balcad,2018-10-01,6
Balcad,2018-10-08,711
Balcad,2018-10-15,102
Balcad,2018-10-22,24
Balcad,2018-10-29,76
Balcad,2018-11-05,12
Balcad,2018-11-12,132
Balcad,2018-11-19,90
Balcad,2018-12-17,21
Balcad,2019-01-14,10
Balcad,2019-01-21,5
Balcad,2019-01-28,99
Balcad,2019-02-11,1636
Balcad,2019-02-18,296
Balcad,2019-02-25,25
Balcad,2019-03-04,121
Balcad,2019-03-11,277
Balcad,2019-03-18,106
Balcad,2019-03-25,80
Balcad,2019-04-08,96
Balcad,2019-04-15,88
Balcad,2019-04-22,67
Balcad,2019-04-29,113
Balcad,2019-05-06,150
Balcad,2019-05-13,523
Balcad,2019-05-20,9553
Balcad,2019-05-27,260
Balcad,2019-06-03,667
Balcad,2019-06-10,97
Balcad,2019-06-17,99
Balcad,2019-06-24,375
Balcad,2019-07-01,326
Balcad,2019-07-08,133
Balcad,2019-07-15,73
Balcad,2019-08-05,26
Balcad,2019-08-12,24
Balcad,2019-08-26,46
Balcad,2019-09-09,86
Balcad,2019-09-16,96
Balcad,2019-09-23,370
Balcad,2019-09-30,1769
Balcad,2019-10-07,42
Balcad,2019-10-14,65
Balcad,2019-10-28,7
Balcad,2019-11-04,452
Balcad,2019-11-18,14
Balcad,2019-11-25,29405
Balcad,2019-12-02,8909
Balcad,2019-12-09,192
Balcad,2019-12-23,83
Balcad,2019-12-30,137
Balcad,2020-01-06,38
Balcad,2020-01-13,7
Balcad,2020-01-20,12
Balcad,2020-02-03,57
Balcad,2020-02-10,25
Balcad,2020-02-24,10
Balcad,2020-03-02,18
Balcad,2020-03-09,10
Balcad,2020-04-20,540
Balcad,2020-04-27,660
Balcad,2020-05-04,16
Balcad,2020-05-11,21
Balcad,2020-05-18,4863
Balcad,2020-05-25,19
Balcad,2020-06-08,309
Balcad,2020-06-15,7529
Balcad,2020-06-22,7039
Balcad,2020-06-29,36849
Balcad,2020-07-06,55
Balcad,2020-07-13,131
Balcad,2020-07-20,621
Balcad,2020-07-27,1060
Balcad,2020-08-03,1565
Balcad,2020-08-10,41
Balcad,2020-09-07,458
Balcad,2020-09-14,661
Balcad,2020-09-21,143
Balcad,2020-09-28,27
Balcad,2020-10-05,11
Balcad,2020-10-26,30
Balcad,2020-11-02,15
Balcad,2020-11-09,9
Balcad,2020-11-23,7
Balcad,2021-01-18,13
Balcad,2021-01-25,32
Balcad,2021-02-01,29
Balcad,2021-02-08,2417
Balcad,2021-02-15,14
Balcad,2021-02-22,15
Balcad,2021-03-01,13
Balcad,2021-03-08,137
Balcad,2021-03-15,29
Balcad,2021-03-22,9
Balcad,2021-03-29,24
Balcad,2021-04-05,23
Balcad,2021-04-12,49
Balcad,2021-04-19,20
Balcad,2021-04-26,13
Balcad,2021-05-03,2007
Balcad,2021-05-24,51
Balcad,2021-05-31,13
Balcad,2021-07-12,13
Balcad,2021-07-19,12
Balcad,2021-09-06,382
Balcad,2021-09-20,896
Balcad,2021-09-27,440
Balcad,2021-10-18,120
Balcad,2021-11-22,11
Balcad,2021-11-29,265
Balcad,2021-12-06,8
Balcad,2021-12-13,39
Balcad,2021-12-20,10
Balcad,2022-01-03,79
Balcad,2022-01-10,42
Balcad,2022-01-24,1876
Balcad,2022-01-31,243
Balcad,2022-02-07,188
Balcad,2022-02-14,136
Balcad,2022-02-21,2812
Balcad,2022-02-28,182
Balcad,2022-03-07,144
Balcad,2022-03-14,78
Balcad,2022-03-21,37
Balcad,2022-03-28,99
Balcad,2022-04-04,142
Balcad,2022-04-11,169
Balcad,2022-04-18,60
Balcad,2022-04-25,29
Balcad,2022-05-02,33
Balcad,2022-05-09,27
Balcad,2022-05-16,15
Balcad,2022-05-23,60
Balcad,2022-05-30,22
Balcad,2022-06-06,55
Balcad,2022-06-13,59
Balcad,2022-06-20,31
Balcad,2022-06-27,88
Balcad,2022-07-04,28
Balcad,2022-07-11,55
Balcad,2022-07-25,949
Balcad,2022-08-01,88
Balcad,2022-08-08,28
Balcad,2022-08-15,21
Balcad,2022-08-22,798
Balcad,2022-08-29,35
Balcad,2022-09-05,111
Balcad,2022-09-12,56
Balcad,2022-09-19,93
Balcad,2022-10-03,167
Balcad,2022-10-10,1764
Balcad,2022-10-17,2427
Balcad,2022-10-24,262
Balcad,2022-10-31,85
Balcad,2022-11-07,964
Balcad,2022-11-14,5351
Balcad,2022-11-21,572
Balcad,2022-11-28,1607
Balcad,2022-12-05,989
Balcad,2022-12-12,27
Balcad,2022-12-19,183
Balcad,2022-12-26,15
Balcad,2023-01-02,31
Balcad,2023-01-09,613
Balcad,2023-01-16,1600
Balcad,2023-01-23,21
Balcad,2023-01-30,19
Balcad,2023-02-13,444
Balcad,2023-02-20,14
Balcad,2023-03-06,35
Balcad,2023-03-13,77
Balcad,2023-03-20,65
Balcad,2023-03-27,4343
Balcad,2023-04-03,91
Balcad,2023-04-10,65
Balcad,2023-04-17,33
Balcad,2023-04-24,41
Balcad,2023-05-01,73
Balcad,2023-05-15,95
Balcad,2023-05-22,120
Balcad,2023-05-29,108
Balcad,2023-06-05,58
Balcad,2023-06-12,26
Balcad,2023-06-19,55
Balcad,2023-06-26,39
Balcad,2023-07-03,67
Balcad,2023-07-10,48
Balcad,2023-07-17,33
Balcad,2023-07-24,8
Banadir,2017-01-02,89
Banadir,2017-01-09,16
Banadir,2017-01-16,56
Banadir,2017-01-23,14
Banadir,2017-01-30,17
Banadir,2017-02-06,38
Banadir,2017-02-13,35
Banadir,2017-02-20,26
Banadir,2017-02-27,23
Banadir,2017-03-06,22
Banadir,2017-03-13,17
Banadir,2017-03-20,9
Banadir,2017-03-27,21
Banadir,2017-04-03,30
Banadir,2017-04-10,6
Banadir,2017-04-17,59
Banadir,2017-04-24,16
Banadir,2017-05-01,26
Banadir,2017-05-08,34
Banadir,2017-05-15,25
Banadir,2017-05-22,20
Banadir,2017-05-29,50
Banadir,2017-06-05,30
Banadir,2017-06-12,21
Banadir,2017-06-26,25
Banadir,2017-07-03,23
Banadir,2017-07-10,66
Banadir,2017-07-17,33
Banadir,2017-07-24,69
Banadir,2017-07-31,38
Banadir,2017-08-07,46
Banadir,2017-08-14,90
Banadir,2017-08-21,53
Banadir,2017-08-28,25
Banadir,2017-09-04,73
Banadir,2017-09-11,178
Banadir,2017-09-18,664
Banadir,2017-09-25,70
Banadir,2017-10-02,114
Banadir,2017-10-09,46
Banadir,2017-10-16,97
Banadir,2017-10-23,140
Banadir,2017-10-30,59
Banadir,2017-11-06,201
Banadir,2017-11-13,153
Banadir,2017-11-20,81
Banadir,2017-11-27,68
Banadir,2017-12-04,61
Banadir,2017-12-11,115
Banadir,2017-12-18,65
Banadir,2017-12-25,50
Banadir,2018-01-01,40
Banadir,2018-01-08,237
Banadir,2018-01-15,89
Banadir,2018-01-22,49
Banadir,2018-01-29,52
Banadir,2018-02-05,60
Banadir,2018-02-12,114
Banadir,2018-02-19,26
Banadir,2018-02-26,18
Banadir,2018-03-05,35
Banadir,2018-03-12,6705
Banadir,2018-03-19,49
Banadir,2018-03-26,6616
Banadir,2018-04-02,805
Banadir,2018-04-09,140
Banadir,2018-04-16,670
Banadir,2018-04-23,795
Banadir,2018-04-30,163
Banadir,2018-05-07,83
Banadir,2018-05-14,635
Banadir,2018-05-21,42
Banadir,2018-05-28,184
Banadir,2018-06-04,141
Banadir,2018-06-11,106
Banadir,2018-06-18,1268
Banadir,2018-06-25,675
Banadir,2018-07-02,111
Banadir,2018-07-09,30
Banadir,2018-07-16,20
Banadir,2018-07-23,29
Banadir,2018-07-30,68
Banadir,2018-08-06,35
Banadir,2018-08-13,21
Banadir,2018-08-20,22
Banadir,2018-08-27,45
Banadir,2018-09-03,37
Banadir,2018-09-10,15
Banadir,2018-09-17,41
Banadir,2018-09-24,19
Banadir,2018-10-01,29
Banadir,2018-10-08,172
Banadir,2018-10-15,1332
Banadir,2018-10-22,11186
Banadir,2018-10-29,21
Banadir,2018-11-05,71
Banadir,2018-11-12,90
Banadir,2018-11-19,11
Banadir,2018-11-26,22
Banadir,2018-12-03,69
Banadir,2018-12-10,230
Banadir,2018-12-17,30
Banadir,2018-12-24,32
Banadir,2018-12-31,30
Banadir,2019-01-07,57
Banadir,2019-01-14,38
Banadir,2019-01-21,211
Banadir,2019-01-28,154
Banadir,2019-02-04,151
Banadir,2019-02-11,51
Banadir,2019-02-18,111
Banadir,2019-02-25,34
Banadir,2019-03-04,56
Banadir,2019-03-11,41
Banadir,2019-03-25,5
Banadir,2019-04-01,88
Banadir,2019-04-08,28
Banadir,2019-04-15,42
Banadir,2019-04-22,41
Banadir,2019-04-29,74
Banadir,2019-05-06,200
Banadir,2019-05-13,42
Banadir,2019-05-20,44
Banadir,2019-05-27,32
Banadir,2019-06-03,23
Banadir,2019-06-10,31
Banadir,2019-06-17,107
Banadir,2019-06-24,52
Banadir,2019-07-01,39
Banadir,2019-07-08,58
Banadir,2019-07-15,25
Banadir,2019-07-22,9
Banadir,2019-07-29,32
Banadir,2019-08-05,16
Banadir,2019-08-12,9
